headline,Positive,Neutral,Negative,Compound
"The Summer of Josh Brolin Continues, on Netflix",0.0,1.0,0.0,0.0
Baton Inflation: American Conductor Salaries Hit a New High,0.0,1.0,0.0,0.0
"Idaho Inmates Hacked Prison Service for $225,000 in Credit",0.178,0.411,0.411,-0.5267
A Pizza That Lets the Mozzarella Shine,0.0,1.0,0.0,0.0
Five Weeknight Dishes,0.0,1.0,0.0,0.0
"Disney and Fox Shareholders Approve Deal, Ending Corporate Duel",0.0,1.0,0.0,0.0
Putin Invites Trump to Moscow for Second Meeting After Washington Postponed Plans,0.0,0.859,0.141,-0.2023
Read These 3 Books About the Tour de France,0.0,1.0,0.0,0.0
Not Your Childhood Chicken Salad,0.0,1.0,0.0,0.0
New E.P.A. Chief Closes Dirty-Truck Loophole Left by Scott Pruitt,0.0,1.0,0.0,0.0
‘I Think All Those People Are Dead’: Laos Dam Survivors Seek Word of Neighbors,0.0,1.0,0.0,0.0
Cristiano Ronaldo Settles Tax Dispute With Spain,0.0,0.69,0.31,-0.4019
Trump Claims Credit for an Economy He Calls the ‘Envy of the Entire World’,0.167,0.833,0.0,0.3818
"As Pakistan Nears End of Vote Count, Imran Khan Is Poised to Be Next Prime Minister",0.118,0.882,0.0,0.25
"At Prayer Breakfast, Guests Seek Access to a Different Higher Power",0.0,1.0,0.0,0.0
"BP Makes $10.5 Billion Shale Deal, Its Biggest Since Deepwater Horizon",0.0,1.0,0.0,0.0
"Chief of Royal Academy, U.K. Art Landmark, Leaves for a Private Gallery",0.106,0.894,0.0,0.0772
Wagner Gets the Blues: The Week in Classical Music,0.0,1.0,0.0,0.0
"‘Furnace Friday:’ Ill-Equipped for Heat, Britain Has a Meltdown",0.0,1.0,0.0,0.0
"Meet the Rebate, the New Villain of High Drug Prices",0.0,0.714,0.286,-0.5574
Should You Get a Divorce Now or Later?,0.0,1.0,0.0,0.0
Learning the Right Lessons From the Financial Crisis,0.0,0.631,0.369,-0.6249
Will the Trump Tax Bill Drive Down Ticket Sales?,0.0,1.0,0.0,0.0
Chippendale at 300: A Stellar Brand in Need of Polish,0.0,1.0,0.0,0.0
He’s Painting the Streets Red. And Yellow. And Blue.,0.0,1.0,0.0,0.0
The Handbag Hopefuls ,0.0,1.0,0.0,0.0
"Les Moonves, CBS Chief, Faces Inquiry Over Misconduct Allegations",0.0,1.0,0.0,0.0
"The Playlist: Blood Orange’s Fragile Pop, and 11 More New Songs",0.0,1.0,0.0,0.0
Drawing History,0.0,1.0,0.0,0.0
‘They Spit When I Walked in the Street’: The ‘New Anti-Semitism’ in France,0.0,1.0,0.0,0.0
Insecurity Shadows Mali’s President. It May Also Help Him Get Re-Elected.,0.186,0.621,0.193,-0.0258
"Unicorns, a Chef-Designed Bikini, and More Things T Editors Are Into Right Now",0.0,1.0,0.0,0.0
Feeling Left Out at an Extremely Chummy Workplace ,0.176,0.824,0.0,0.128
Trump and the Economy: Send Us Your Questions on Our Coverage ,0.0,1.0,0.0,0.0
The Stealth Campaign to Kill Off Obamacare,0.0,0.455,0.545,-0.7184
N.F.L. Players Push Back Against Jerry Jones on Anthem Issue,0.0,1.0,0.0,0.0
"Arson Is Suspected in Deadly Fires in Greece, Government Says",0.0,0.826,0.174,-0.2263
"Catalog of Fania Records, the Motown of Latin Music, Is Sold",0.0,1.0,0.0,0.0
Hives in the City,0.0,1.0,0.0,0.0
Tituss Burgess Gets Schooled on David Bowie,0.0,1.0,0.0,0.0
Violence Is Not the New Normal: The Canada Letter,0.0,0.661,0.339,-0.6249
Facebook and YouTube Give Alex Jones a Wrist Slap,0.167,0.833,0.0,0.1531
Trump Endorses Candidates in Three More Races,0.286,0.714,0.0,0.34
Biographical Documentaries Are Big This Summer. Here Are Five More to Stream.,0.0,1.0,0.0,0.0
"Sheldon Silver, Ex-New York Assembly Speaker, Gets 7-Year Prison Sentence",0.103,0.635,0.262,-0.4588
Cleveland Orchestra Suspends a Star After Accusation of Assault,0.0,0.547,0.453,-0.7003
Who’s in Charge of Telling Whitney Houston’s Story?,0.0,1.0,0.0,0.0
"In House Race, 2 Female Candidates Clash on Economy and Guns",0.0,1.0,0.0,0.0
Trump’s Numbers on ‘Amazing’ Economy Sometimes Don’t Add Up,0.0,1.0,0.0,0.0
Grieving Orca Carries Dead Calf for More Than 3 Days: ‘She’s Just Not Letting Go’,0.0,0.631,0.369,-0.8225
Let’s Talk About Beyoncé,0.0,1.0,0.0,0.0
What Is a Genetically Modified Crop? A European Ruling Sows Confusion,0.0,0.82,0.18,-0.296
"Battling Pain Both Physical and Mental, Missy Franklin Finds Hope",0.19,0.458,0.353,-0.3612
Woman Gets Five-Year Prison Sentence on Charges of Abducting Her Children,0.088,0.544,0.367,-0.6249
The Cost of Policing Facebook and Twitter Is Spooking Wall St. It Shouldn’t.,0.0,1.0,0.0,0.0
Act of Defiance Casts Harsh Light on Europe’s Deportations of Asylum Seekers,0.0,0.791,0.209,-0.4404
New York Moves to Kick Spectrum Out of State,0.0,1.0,0.0,0.0
This Time It’s Uber on the Defensive in Battle With New York,0.098,0.716,0.186,-0.3041
Medicare Slashes Star Ratings for Staffing at 1 in 11 Nursing Homes,0.0,0.859,0.141,-0.2023
"Housing Finance Director, Mel Watt, Investigated for Sexual Harassment",0.0,0.696,0.304,-0.5423
Carrie Fisher Will Appear in Next ‘Star Wars’ Film,0.0,1.0,0.0,0.0
Ontario’s Premier Flexes His Muscle by Shrinking Toronto’s Government,0.0,1.0,0.0,0.0
"New Hampshire, 94 Percent White, Asks: How Do You Diversify a Whole State?",0.0,1.0,0.0,0.0
"As Affordable Housing Crisis Grows, HUD Sits on the Sidelines",0.0,0.687,0.313,-0.6249
"Sex Scandal Toppled a Silicon Valley Chief. Investors Say, So What?",0.0,0.775,0.225,-0.4404
Boone Is Confident the Yankees Can Weather Aaron Judge’s Absence,0.262,0.738,0.0,0.4939
Missed Connection: Donald Trump Jr. and Robert Mueller Cross Paths at Washington Airport,0.0,0.845,0.155,-0.296
Mets Trade Asdrubal Cabrera to Phillies for Pitching Prospect,0.216,0.784,0.0,0.296
Prime Minister’s Eating Habits Scandalize Australians: It’s Piegate,0.0,1.0,0.0,0.0
Trump Says He’ll Stump for Vulnerable Republicans ‘Six or Seven Days a Week’,0.0,0.863,0.137,-0.2263
Five Lawmakers Call on U.S. to Investigate Florida ‘Stand Your Ground’ Case,0.0,1.0,0.0,0.0
"Pruitt’s Successor Wants Rollbacks, Too. And He Wants Them to Stick.",0.16,0.84,0.0,0.2263
Russian Hackers Appear to Shift Focus to U.S. Power Grid,0.0,1.0,0.0,0.0
‘Why Did You Leave Me?’ The Migrant Children Left Behind as Parents Are Deported,0.0,0.915,0.085,-0.0516
Lip,0.0,1.0,0.0,0.0
The Biggest Stories in American Politics This Week,0.0,1.0,0.0,0.0
"Kenya Barris, Creator of ‘Black-ish,’ Will Leave ABC Studios in August",0.0,0.893,0.107,-0.0516
Five Are Dead in Killings Tied to Texas Nursing Home Shooting,0.0,0.506,0.494,-0.8689
"‘What Does a Trucker Look Like?’ It’s Changing, Amid a Big Shortage",0.0,0.846,0.154,-0.25
"Go Home, South Korea Tells Workers, as Stress Takes Its Toll",0.0,0.781,0.219,-0.4215
"Facebook Is Failing to Aid Inquiry Into ‘Fake News,’ British Lawmakers Say",0.0,0.769,0.231,-0.5106
11 of Our Best Weekend Reads,0.457,0.543,0.0,0.6369
"In Georgia Governor’s Race, a Defining Moment for a Southern State",0.0,1.0,0.0,0.0
"A Greenville, S.C., Restaurant Celebrating Upcountry Bounty",0.381,0.619,0.0,0.5719
The Decline of the Civil War Re-enactor,0.0,0.606,0.394,-0.5994
"From a Space Station in Argentina, China Expands Its Reach in Latin America",0.185,0.815,0.0,0.128
Beauty Is in the Eye of These Beholders,0.352,0.648,0.0,0.5859
"Extremists Kill 2 at Afghan School for Midwives, but Students Escape",0.147,0.647,0.205,-0.2023
Dear Sugars Live: The Great Reckoning,0.626,0.374,0.0,0.7717
"Summer Vacation? Nah, I’m Taking a Creative Hiatus",0.282,0.583,0.136,0.3612
Please Stop Merchandising Mental Illness,0.25,0.217,0.533,-0.3818
Would You Pay $1 Billion for This View?,0.0,0.833,0.167,-0.1027
Cardinal Theodore McCarrick Resigns Amid Sexual Abuse Scandal,0.0,0.347,0.653,-0.8555
They’re Now Part of the Same Crew,0.0,1.0,0.0,0.0
"Now Running for Office, Adam Greenberg. You May Remember His First At-Bat.",0.0,1.0,0.0,0.0
My Neighbors Stole My River View. Can I Make Them Give It Back?,0.0,1.0,0.0,0.0
"U.S. Diplomats Held Face-to-Face Talks With Taliban, Insurgents Say",0.0,1.0,0.0,0.0
15 Stunning Summer Fruit Desserts,0.394,0.606,0.0,0.3818
"After Pakistan’s Heated Election, Key Parties Lend Support to Imran Khan",0.375,0.625,0.0,0.6597
"An 11-Year-Old Girl Is Gang Raped in India and Blamed for It, Too",0.0,0.588,0.412,-0.8271
"Manny Machado Fits Right In, Wherever the Dodgers Need Him",0.0,1.0,0.0,0.0
Meet New Orleans’s All-Female Biker Club,0.0,1.0,0.0,0.0
Variety: Puns and Anagrams,0.0,1.0,0.0,0.0
Civil War Portrayals’ Glaring Omission,0.0,0.506,0.494,-0.5994
Newest U.S. Strategy in Afghanistan Mirrors Past Plans for Retreat,0.167,0.833,0.0,0.2023
"Still Standing, Jared Kushner and Ivanka Trump Step Back in the Spotlight",0.0,1.0,0.0,0.0
"A Rough Rehearsal, a Suicide and a Broadway Show in Turmoil",0.0,0.562,0.438,-0.7906
"First, the Yankees Played the Indians. Then World War ll Took the Field.",0.139,0.636,0.225,-0.3612
From Dow’s ‘Dioxin Lawyer’ to Trump’s Choice to Run Superfund ,0.0,1.0,0.0,0.0
"Turkish School Leader Abducted, and Released, in Mongolia",0.0,0.68,0.32,-0.5106
Mother and 5 of Her Children Die in Motel Fire in Michigan,0.0,0.613,0.387,-0.743
How a Texas Bus Terminal Became the Backdrop for Powerful Immigration Reporting,0.203,0.797,0.0,0.4215
Three in One,0.0,1.0,0.0,0.0
"Woman and 2 of Her Great-Grandchildren Die in Carr Fire, Family Says",0.0,0.613,0.387,-0.743
Luis Severino Struggles Again as Yankees Split Doubleheader,0.0,0.737,0.263,-0.3612
"Texas Nursing Home Shooting That Left 5 Dead Was Likely Murder-Suicide, Police Say",0.0,0.736,0.264,-0.6486
The House That Homer Built: Remembering a Cooperstown Celebrity,0.0,1.0,0.0,0.0
"Saya Kitasei, Jered Sorkin",0.0,1.0,0.0,0.0
"Emily Steel, Daniel Hoevel",0.0,1.0,0.0,0.0
"Tiffany Whelan, Christian Paltzer",0.0,1.0,0.0,0.0
"Jennifer Brier, Alexander Chassin",0.0,1.0,0.0,0.0
"Sari Schulman, Adam Caslow",0.0,1.0,0.0,0.0
"Leigh-Anne Tu, David Kurlander",0.0,1.0,0.0,0.0
"Martina Suess, Rob Cromer",0.0,0.455,0.545,-0.5574
"Hillary DeBruin, Connor Shope",0.0,1.0,0.0,0.0
"Emily Hanno, Elías Sánchez-Eppler",0.0,1.0,0.0,0.0
"Cambodia Re-Elects Its Leader, a Result Predetermined by One",0.0,1.0,0.0,0.0
"Allison Floam, Ian White",0.0,1.0,0.0,0.0
"Claire Solomon, Max Nisen",0.0,1.0,0.0,0.0
"Allison Aronne, Ryan Beauchamp",0.0,1.0,0.0,0.0
"Holly Rodiger, Brendan Rafalski",0.0,1.0,0.0,0.0
"Nadine Dukeson, Mat Morrison",0.0,1.0,0.0,0.0
"Haley Greenwald-Gonella, Robert Levy",0.0,1.0,0.0,0.0
"Katelin Williamson, Mark Spector",0.0,1.0,0.0,0.0
"Vina Tran, Michael Stanish",0.0,1.0,0.0,0.0
"Katherine Stillman, Jonathan Scherr",0.0,1.0,0.0,0.0
"Cassandra Campa, Ramit Sethi",0.0,1.0,0.0,0.0
"Justine Kolata, Louis Schwizgebel",0.0,1.0,0.0,0.0
"Katarina Mayers, Robert Lin",0.0,1.0,0.0,0.0
"Lindsey Marx, Michael Rappaport",0.0,1.0,0.0,0.0
"Sarah Hughes, Andrew Rowny",0.0,1.0,0.0,0.0
"Teri Agins, Paul Hands",0.0,1.0,0.0,0.0
Pet Cremation: Seeking ‘Good Afterlife’ for Bangkok’s Pampered Dogs,0.0,1.0,0.0,0.0
"On Spain’s Smartest Streets, a Property Boom Made in Venezuela",0.308,0.692,0.0,0.6124
Cynthia Nixon Thinks You’re Underestimating Her,0.0,1.0,0.0,0.0
"Homes That Sold for Around $600,000",0.0,1.0,0.0,0.0
Laos Dam Failure Exposes Cracks in a Secretive Government’s Agenda,0.0,0.625,0.375,-0.5859
"Ahed Tamimi, Palestinian Teenager Who Slapped Israeli Soldier, Is Released From Jail",0.0,1.0,0.0,0.0
Obscure Contest? Not When House Democrats Are This Divided,0.0,1.0,0.0,0.0
Paul Manafort’s Trial Starts Tuesday. Here Are the Charges and the Stakes.,0.0,0.84,0.16,-0.2732
Bush Claimed Power to Override a Torture Ban. What Did Brett Kavanaugh Think About That? ,0.0,0.634,0.366,-0.8176
Uber Gains Civil Rights Allies Against New York’s Proposed Freeze: ‘It’s a Racial Issue’,0.245,0.755,0.0,0.4391
"As Zimbabwe Prepares to Vote, Robert Mugabe Resurfaces With a Message",0.0,1.0,0.0,0.0
"Under City Program, Renters-Turned-Homeowners Could Become Renters Again",0.0,1.0,0.0,0.0
What to Cook This Week,0.0,1.0,0.0,0.0
Tell Us 5 Things About Your Book: The American Border (Not That One),0.0,1.0,0.0,0.0
Jay-Z on ‘Rest in Power: The Trayvon Martin Story’ and Activism,0.0,1.0,0.0,0.0
New York Times Publisher and Trump Clash Over President’s Threats Against Journalism,0.0,0.797,0.203,-0.4215
A Hamptons Question: Do Good Hedgerows Make Good Neighbors?,0.453,0.547,0.0,0.7003
"‘Lopping,’ ‘Tips’ and the ‘Z-List’: Bias Lawsuit Explores Harvard’s Admissions Secrets",0.0,0.732,0.268,-0.3182
"After 30 Years, She’s Turning In Her Keys to the Montauk Lighthouse",0.0,1.0,0.0,0.0
Mother of Dead Woman Says Medics Told Her She Could Not Afford Ambulance,0.0,0.736,0.264,-0.6486
"Cruise’s Latest ‘Mission: Impossible’ Is a Huge No. 1, Lifting Paramount",0.187,0.813,0.0,0.3182
"Apple Reports Earnings, and July’s Job Numbers Come Out",0.0,1.0,0.0,0.0
"An Artist Honors Tamir Rice, One Orange Object at a Time",0.248,0.752,0.0,0.5106
When Is a Burrito More Than Just a Burrito? When It’s a Lifestyle,0.0,1.0,0.0,0.0
Polar Bear Shot and Killed After Attacking Cruise Ship Guard,0.0,0.516,0.484,-0.8176
"Have a Cryptocurrency Company? Bermuda, Malta or Gibraltar Wants You",0.0,1.0,0.0,0.0
"Future of MoviePass Is in Doubt After Service Outage, Experts Say",0.0,0.8,0.2,-0.3612
For Sale: Survey Data on Millions of High School Students,0.0,1.0,0.0,0.0
The Azmi Sisters Go Hard in Ball Hockey. Don’t Act So Surprised.,0.179,0.72,0.101,0.2712
Narrow Escape,0.63,0.37,0.0,0.1779
Bok Choy,0.0,1.0,0.0,0.0
"What I Learned at Beautycon, Where ‘Everyone Wants to Be Extra’",0.0,1.0,0.0,0.0
J.A. Happ Avoids a Bronx Cheer by Leading the Yankees to Victory,0.22,0.667,0.113,0.3818
Newest Hall of Famers Carry Records and Memories Into Cooperstown,0.0,1.0,0.0,0.0
"Carr Fire in California Claims Another Victim, Bringing Death Toll to 6",0.0,0.517,0.483,-0.8126
CBS Board to Meet on Les Moonves’s Role After Misconduct Allegations,0.0,1.0,0.0,0.0
11 and Married: Malaysia Spars Over an Age-Old Practice,0.0,1.0,0.0,0.0
G.O.P. Faces Another Midterm Threat as Trump Plays the Shutdown Card,0.139,0.625,0.236,-0.34
An Influential French Director Is Accused of Sexual Abuse. The Reaction Has Been Muted.,0.143,0.542,0.315,-0.5423
"How to Beat F.O.B.O., From the Expert Who Coined It",0.0,1.0,0.0,0.0
A $100 Billion Train: The Future of California or a Boondoggle?,0.0,1.0,0.0,0.0
"Where Churches Have Become Temples of Cheese, Fitness and Eroticism",0.189,0.811,0.0,0.2732
Carmelo Anthony and Dwight Howard Are Hall of Famers. No Matter What Twitter Says.,0.0,0.924,0.076,-0.0191
Recognizing Eating Disorders in Time to Help,0.31,0.69,0.0,0.4019
Nail Art Is Now Hand Art,0.39,0.61,0.0,0.4939
These Olive Oil Estates and Wineries in Italy Would Love You to Stay the Night,0.231,0.769,0.0,0.6369
Dogs Took Over the Internet. Our Souls Are at Stake.,0.0,1.0,0.0,0.0
Welcome Our New Fembot Overlords,0.429,0.571,0.0,0.4588
Shopping for Health Care Doesn’t Work. So What Might?,0.286,0.714,0.0,0.4939
When Medicines Affect a Child’s Mind and Behavior,0.0,1.0,0.0,0.0
The Hidden Language of Hands Videos,0.0,1.0,0.0,0.0
Your Ride Has Arrived for the Ticker-Tape Parade,0.0,1.0,0.0,0.0
"99 Days to Go, and the Midterm Elections Battleground Is Not What Was Expected ",0.0,0.828,0.172,-0.4019
How Record Heat Wreaked Havoc on Four Continents,0.0,0.642,0.358,-0.5994
Shopping for Portable Lamps,0.0,1.0,0.0,0.0
"Paris, Chicago and Beyond: How to Have a Luxury Trip for Much Less Than You Think",0.0,1.0,0.0,0.0
Drought Relief Is Coming. Australia’s Farmers Say It’s Nowhere Near Enough.,0.237,0.763,0.0,0.4767
"No Plane. No Remains. And Now, No Real Answers on Malaysia Airlines Flight 370.",0.109,0.636,0.255,-0.3637
"In Myanmar, Flood Warnings Come After the Floods",0.0,0.761,0.239,-0.296
Why the A.C.L.U. Wants to Be More Like the N.R.A.,0.237,0.763,0.0,0.4201
"Cynthia Nixon Endorsed by Indivisible, a National Grassroots Group",0.2,0.8,0.0,0.25
DealBook Briefing: The Moonves #MeToo Merger Catalyst,0.0,1.0,0.0,0.0
Woman Says She Was Fired by Cricket Australia for Abortion-Rights Tweets,0.0,0.735,0.265,-0.5574
"How Alan Friedman, Italy’s Professional American, Put Paul Manafort in Jail",0.0,1.0,0.0,0.0
"With Clock Ticking Faster on Its Cases, the S.E.C. Faces a Quandary",0.0,1.0,0.0,0.0
U.K. Foreign Secretary Jeremy Hunt Calls His Chinese Wife Japanese in Beijing,0.0,1.0,0.0,0.0
"As India Clamps Down on Migration, Millions May Lose Citizenship",0.0,0.769,0.231,-0.4019
Imran Khan’s Rivals in Pakistan Face Another Big Loss,0.0,0.777,0.223,-0.3182
Does a Changing of the Guard at Vogue Signal More Change Ahead? ,0.0,1.0,0.0,0.0
"Zimbabwe Holds a Peaceful Vote, Its First Ballot Since Mugabe’s Fall",0.242,0.758,0.0,0.4939
Chinese Parents Protest Bad Vaccines for Hundreds of Thousands,0.0,0.56,0.44,-0.6705
What to Cook Right Now,0.0,1.0,0.0,0.0
Deep in the Birthplace of Cuban Rum and the Daiquiri,0.0,1.0,0.0,0.0
"‘Global Greening’ Sounds Good. In the Long Run, It’s Terrible.",0.207,0.571,0.221,-0.0516
What the Heck Is That?,0.0,1.0,0.0,0.0
U.K. Courts Reduce Their Role in Ending Life Support,0.252,0.748,0.0,0.4019
Drake’s ‘Scorpion’ Is No. 1 for a Fourth Week in a Row,0.0,1.0,0.0,0.0
Links in 7-Eleven’s Chain Threaten to Snap as Store Owners Balk at Contract,0.0,0.822,0.178,-0.3818
Pope Accepts Resignation of Australian Archbishop for Covering Up Sex Abuse,0.138,0.479,0.383,-0.6249
The Young Sun’s Outbursts Were Trapped in Blue Crystals From Outer Space,0.0,0.764,0.236,-0.5267
California’s Birds Are Testing New Survival Tactics on a Vast Scale,0.0,1.0,0.0,0.0
Octavia Spencer to Star in ‘Madam C.J. Walker’ on Netflix,0.0,1.0,0.0,0.0
New-York Historical Society Announces Harry Potter Events,0.0,1.0,0.0,0.0
Tom Cruise’s Most Dangerous Stunts in ‘Mission: Impossible’,0.0,0.674,0.326,-0.5256
Josef Martinez’s Scoring Spree Puts Atlanta United on Top of M.L.S.,0.338,0.662,0.0,0.5574
"Build Border Wall or Government Will Be Shut Down, Trump Says",0.0,1.0,0.0,0.0
"In Florida, Not All Politics Are Local, as Trump Shapes Governor’s Race",0.0,1.0,0.0,0.0
Minneapolis Police Officers Won’t Be Charged in Fatal Shooting,0.0,0.569,0.431,-0.6486
Family That Lost 9 in Capsized Duck Boat Sues for $100 Million,0.0,0.827,0.173,-0.3182
"Violin Worth $200,000 Is Sold to Pawnshop for $50. The Catch? It Was Stolen.",0.111,0.702,0.187,-0.3182
A Toxic Tide Is Killing Florida Wildlife ,0.0,0.577,0.423,-0.6597
Trump Administration Mulls a Unilateral Tax Cut for the Rich,0.263,0.584,0.153,0.3612
Three Shows to Watch This Week,0.0,1.0,0.0,0.0
"Vanishing in the Wild, These Salamanders Found Refuge in a Convent",0.0,1.0,0.0,0.0
"Trump Says He Would Meet With Iranian Leader, but Iran Rules It Out",0.0,1.0,0.0,0.0
Les Moonves Stays as CBS C.E.O. While Its Board Plans an Investigation,0.0,1.0,0.0,0.0
Maybe You Were Thinking About Eating Raw Centipedes. Don’t. ,0.0,1.0,0.0,0.0
"Ahead of Asia Trip, Business Lobby Gives Pompeo an Earful on Trade War",0.069,0.688,0.244,-0.5859
A Richer Prosciutto Arrives in New York,0.362,0.638,0.0,0.5267
"Vaginal ‘Rejuvenation’ Treatments May Be Unsafe, the F.D.A. Says",0.0,1.0,0.0,0.0
"Meet Caulilini, a Lacy New Cauliflower",0.0,1.0,0.0,0.0
Brexit Plans Raise Fears of Food Shortages and Jammed Ports,0.0,0.645,0.355,-0.5267
A Curry Hot Sauce With Serious Kick,0.0,0.822,0.178,-0.0772
"Manafort’s Trial Isn’t About Russia, but It Will Be in the Air",0.0,1.0,0.0,0.0
‘Bigfoot Erotica’ Becomes an Issue in Virginia Congressional Campaign,0.0,1.0,0.0,0.0
How to Fix Social Media’s Big Problems? Lawmakers Have Ideas,0.0,0.769,0.231,-0.4019
Dried Fruits With More Texture,0.0,1.0,0.0,0.0
"A Mild-Mannered, but Sophisticated Midwestern Cheese",0.495,0.505,0.0,0.7096
ISIS Says It Killed 4 Cyclists in Tajikistan,0.0,0.609,0.391,-0.6705
Turn Dinner Into an Odyssey,0.0,1.0,0.0,0.0
Baseball Hall of Fame to Celebrate a Catcher (and a Spy),0.423,0.577,0.0,0.765
"News From Your Neighborhood, Brought to You by the State of New Jersey",0.0,1.0,0.0,0.0
‘Precious and Few’,0.0,1.0,0.0,0.0
"Trump Repeats, and Inflates, Inaccurate Claims About NATO and Immigration ",0.0,1.0,0.0,0.0
Nick Saban Has Six New Assistants at Alabama — and Will Probably Still Win,0.226,0.774,0.0,0.5859
"Alex Trebek, Saying He May Leave ‘Jeopardy!’ in 2020, Suggests 2 Replacements",0.0,0.881,0.119,-0.126
"Mars Is Frigid, Rusty and Haunted. We Can’t Stop Looking at It.",0.0,0.654,0.346,-0.6486
‘All That Matters Is We’re Alive’: California Fire Evacuees Crowd Into Shelters,0.081,0.741,0.178,-0.3182
‘Guardians of the Galaxy’ Firing Prompts Pushback in Hollywood,0.0,0.769,0.231,-0.34
How Companies Are Making Customers Pay for Trump’s Trade War,0.0,0.602,0.398,-0.6486
Trump Spurns Medicaid Proposal After Furious White House Debate,0.0,0.684,0.316,-0.5719
Manchin Is First Democrat to Meet With Kavanaugh as Parties Intensify Feud,0.179,0.662,0.159,0.0772
Pedal-Assist Dockless Bikes Roll Out in the Bronx,0.0,1.0,0.0,0.0
A Rush to Block Downloadable Plans for 3-D Printed Guns,0.0,0.756,0.244,-0.4404
Gang Member Found Guilty in Crossfire Slaying of Bronx Mother,0.0,0.763,0.237,-0.4215
Infighting. Political Brawling. The New V.A. Secretary Is Inheriting a Mess,0.0,0.8,0.2,-0.3612
The Rest of the Ivy League Comes to Harvard’s Aid in Admissions Challenge,0.098,0.902,0.0,0.0772
A Short List of Aviation’s Most Vexing Disappearances,0.0,0.68,0.32,-0.5095
"Holdout Over, Sam Darnold Begins Battle to Start for the Jets",0.0,0.794,0.206,-0.3818
T-Mobile and Sprint: How Fewer Competitors Could Increase Competition,0.223,0.777,0.0,0.3182
"Migrant Families Have Been Reunited. Now, a Scramble to Prevent Deportations.",0.099,0.901,0.0,0.0258
"He Used Tinder to Hunt the Women He Raped and Killed, Police Say",0.0,0.547,0.453,-0.8779
How Trump Allies Shifted Their Defense as Evidence of Contacts With Russians Grew,0.111,0.889,0.0,0.128
"With Trades, Yankees Pitching Staff Remains a Work in Progress",0.237,0.763,0.0,0.4215
Ex-FEMA Official Accused of Sexual Misconduct That Spanned Years,0.0,0.784,0.216,-0.296
More to Come,0.0,1.0,0.0,0.0
Bob Woodward’s New Book Will Detail ‘Harrowing Life’ Inside Trump White House,0.0,1.0,0.0,0.0
"Four People, Including a 5-Year-Old Boy, Are Shot and Killed in Queens",0.0,0.71,0.29,-0.6705
"Ceramics Aren’t Enough. Bring on the Spaceships, Italian Town Says.",0.0,1.0,0.0,0.0
"Philippine Bombing Kills 10, Showing Insurgents Remain a Problem",0.0,0.53,0.47,-0.7351
"If an N.B.A. Workout Isn’t on Instagram, Does It Even Count?",0.0,1.0,0.0,0.0
"A Migrant Boy Rejoins His Mother, but He’s Not the Same",0.0,1.0,0.0,0.0
"After Doctors Cut Their Opioids, Patients Turn to a Risky Treatment for Back Pain",0.0,0.604,0.396,-0.7351
"Lassie Got Help, Would Your Dog?",0.351,0.649,0.0,0.4019
Recovering Lost Photos of Life Before the Chernobyl Disaster,0.0,0.522,0.478,-0.7506
What Do 525 Ventriloquists Do at a Convention? Ask Their Dummies,0.0,1.0,0.0,0.0
"Stephen Colbert Wants Accountability for His Accused Boss, Les Moonves",0.0,0.804,0.196,-0.296
"In Cambodia, Dissenting Voters Find Ways to Say ‘None of the Above’",0.0,1.0,0.0,0.0
How I Turned My Tiny Apartment Bedroom Into a Relaxing Retreat,0.357,0.643,0.0,0.6124
Work Is Weird. Alison Green of Ask a Manager Can Help.,0.201,0.672,0.127,0.25
Five Places to Shop in New Orleans,0.0,1.0,0.0,0.0
How One Agency Built a Multimillion-Dollar Business in Migrant Children,0.0,1.0,0.0,0.0
A Census Question That Could Change How Power Is Divided in America,0.0,1.0,0.0,0.0
New & Noteworthy,0.0,1.0,0.0,0.0
Trump Is Putting Indelible Conservative Stamp on Judiciary,0.0,1.0,0.0,0.0
"The 52 Places Traveler: Summer in France, in Two Very Different Ways",0.0,1.0,0.0,0.0
Key Question for Les Moonves of CBS: What Were You Thinking?,0.0,1.0,0.0,0.0
The City of My Birth in India Is Becoming a Climate Casualty. It Didn’t Have to Be.,0.0,0.825,0.175,-0.5267
Mixing Generations and Styles in the Hamptons,0.0,1.0,0.0,0.0
"With Less Than 50 Days to Go, Cuomo Keeps Big Lead Over Nixon",0.0,1.0,0.0,0.0
The Democrats’ Comeback Plan,0.0,1.0,0.0,0.0
DealBook Briefing: A $100 Billion Tax Break Plan (for the 1 Percent),0.0,1.0,0.0,0.0
Times Reporters Answer Questions About Our G.D.P. Coverage,0.0,1.0,0.0,0.0
Afghan Army Takes Over After ISIS Attacks a Refugee Office,0.0,0.756,0.244,-0.4404
The Fight for the One-Piece Swimsuit Emoji,0.0,0.698,0.302,-0.3818
"Summer Reading Contest Winner, Week 5: On ‘It Was “Roseanne” vs. “Roseanne,” in a Polarizing Revival’",0.202,0.798,0.0,0.5859
Recent Commercial Real Estate Transactions,0.0,1.0,0.0,0.0
Judge Blocks Attempt to Post Blueprints for 3-D Guns,0.0,0.808,0.192,-0.2263
"Erdogan’s Most Charismatic Rival in Turkey Challenges Him, From Jail",0.126,0.874,0.0,0.0772
Alan Alda Reveals He Has Parkinson’s Disease,0.0,1.0,0.0,0.0
Thailand Asks U.K. to Extradite Former Leader Yingluck Shinawatra,0.0,1.0,0.0,0.0
